m,Geographic area,Indicator,Sex,Series Name,Series Year,TIME_PERIOD,Unit of measure,STD_ERR,INTERVAL
204730,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1998-06,Number of deaths,,1
204731,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1999-06,Number of deaths,,1
204732,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2000-06,Number of deaths,,1
204733,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2001-06,Number of deaths,,1
204734,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2002-06,Number of deaths,,1
204735,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2003-06,Number of deaths,,1
204736,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2004-06,Number of deaths,,1
204737,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2005-06,Number of deaths,,1
204738,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2006-06,Number of deaths,,1
204739,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2007-06,Number of deaths,,1
204740,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2008-06,Number of deaths,,1
204741,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2009-06,Number of deaths,,1
204742,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2010-06,Number of deaths,,1
204743,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2011-06,Number of deaths,,1
204744,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2012-06,Number of deaths,,1
204745,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2013-06,Number of deaths,,1
204746,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2014-06,Number of deaths,,1
204747,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2015-06,Number of deaths,,1
204748,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2016-06,Number of deaths,,1
204749,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2017-06,Number of deaths,,1
204750,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2018-06,Number of deaths,,1
204751,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2019-06,Number of deaths,,1
204752,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1957-06,Number of deaths,,1
204753,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1958-06,Number of deaths,,1
204754,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1959-06,Number of deaths,,1
204755,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1960-06,Number of deaths,,1
204756,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1961-06,Number of deaths,,1
204757,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1962-06,Number of deaths,,1
204758,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1963-06,Number of deaths,,1
204759,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1964-06,Number of deaths,,1
204760,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1965-06,Number of deaths,,1
204761,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1966-06,Number of deaths,,1
204762,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1967-06,Number of deaths,,1
204763,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1968-06,Number of deaths,,1
204764,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1969-06,Number of deaths,,1
204765,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1970-06,Number of deaths,,1
204766,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1971-06,Number of deaths,,1
204767,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1972-06,Number of deaths,,1
204768,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1973-06,Number of deaths,,1
204769,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1974-06,Number of deaths,,1
204770,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1975-06,Number of deaths,,1
204771,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1976-06,Number of deaths,,1
204772,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1977-06,Number of deaths,,1
204773,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1978-06,Number of deaths,,1
204774,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1979-06,Number of deaths,,1
204775,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1980-06,Number of deaths,,1
204776,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1981-06,Number of deaths,,1
204777,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1982-06,Number of deaths,,1
204778,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1983-06,Number of deaths,,1
204779,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1984-06,Number of deaths,,1
204780,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1985-06,Number of deaths,,1
204781,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1986-06,Number of deaths,,1
204782,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1987-06,Number of deaths,,1
204783,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1988-06,Number of deaths,,1
204784,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1989-06,Number of deaths,,1
204785,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1990-06,Number of deaths,,1
204786,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1991-06,Number of deaths,,1
204787,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1992-06,Number of deaths,,1
204788,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1993-06,Number of deaths,,1
204789,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1994-06,Number of deaths,,1
204790,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1995-06,Number of deaths,,1
204791,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1996-06,Number of deaths,,1
204792,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1997-06,Number of deaths,,1
204793,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1998-06,Number of deaths,,1
204794,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1999-06,Number of deaths,,1
204795,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2000-06,Number of deaths,,1
204796,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2001-06,Number of deaths,,1
204797,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2002-06,Number of deaths,,1
204798,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2003-06,Number of deaths,,1
204799,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2004-06,Number of deaths,,1
204800,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2005-06,Number of deaths,,1
204801,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2006-06,Number of deaths,,1
204802,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2007-06,Number of deaths,,1
204803,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2008-06,Number of deaths,,1
204804,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2009-06,Number of deaths,,1
204805,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2010-06,Number of deaths,,1
204806,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2011-06,Number of deaths,,1
204807,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2012-06,Number of deaths,,1
204808,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2013-06,Number of deaths,,1
204809,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2014-06,Number of deaths,,1
204810,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2015-06,Number of deaths,,1
204811,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2016-06,Number of deaths,,1
204812,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2017-06,Number of deaths,,1
204813,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2018-06,Number of deaths,,1
204814,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2019-06,Number of deaths,,1
204815,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1990-06,Number of deaths,,1
204816,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1991-06,Number of deaths,,1
204817,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1992-06,Number of deaths,,1
204818,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1993-06,Number of deaths,,1
204819,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1994-06,Number of deaths,,1
204820,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1995-06,Number of deaths,,1
204821,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1996-06,Number of deaths,,1
204822,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1997-06,Number of deaths,,1
204823,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1998-06,Number of deaths,,1
204824,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1999-06,Number of deaths,,1
204825,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2000-06,Number of deaths,,1
204826,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2001-06,Number of deaths,,1
204827,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2002-06,Number of deaths,,1
204828,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2003-06,Number of deaths,,1
204829,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2004-06,Number of deaths,,1
204830,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2005-06,Number of deaths,,1
204831,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2006-06,Number of deaths,,1
204832,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2007-06,Number of deaths,,1
204833,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2008-06,Number of deaths,,1
204834,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2009-06,Number of deaths,,1
204835,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2010-06,Number of deaths,,1
204836,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2011-06,Number of deaths,,1
204837,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2012-06,Number of deaths,,1
204838,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2013-06,Number of deaths,,1
204839,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2014-06,Number of deaths,,1
204840,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2015-06,Number of deaths,,1
204841,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2016-06,Number of deaths,,1
204842,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2017-06,Number of deaths,,1
204843,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2018-06,Number of deaths,,1
204844,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2019-06,Number of deaths,,1
204845,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1990-06,Number of deaths,,1
204846,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1991-06,Number of deaths,,1
204847,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1992-06,Number of deaths,,1
204848,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1993-06,Number of deaths,,1
204849,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1994-06,Number of deaths,,1
204850,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1995-06,Number of deaths,,1
204851,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1996-06,Number of deaths,,1
204852,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1997-06,Number of deaths,,1
204853,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1998-06,Number of deaths,,1
204854,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1999-06,Number of deaths,,1
204855,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2000-06,Number of deaths,,1
204856,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2001-06,Number of deaths,,1
204857,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2002-06,Number of deaths,,1
204858,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2003-06,Number of deaths,,1
204859,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2004-06,Number of deaths,,1
204860,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2005-06,Number of deaths,,1
204861,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2006-06,Number of deaths,,1
204862,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2007-06,Number of deaths,,1
204863,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2008-06,Number of deaths,,1
204864,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2009-06,Number of deaths,,1
204865,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2010-06,Number of deaths,,1
204866,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2011-06,Number of deaths,,1
204867,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2012-06,Number of deaths,,1
204868,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2013-06,Number of deaths,,1
204869,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2014-06,Number of deaths,,1
204870,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2015-06,Number of deaths,,1
204871,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2016-06,Number of deaths,,1
204872,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2017-06,Number of deaths,,1
204873,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2018-06,Number of deaths,,1
204874,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2019-06,Number of deaths,,1
204875,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1990-06,Number of deaths,,1
204876,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1991-06,Number of deaths,,1
204877,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1992-06,Number of deaths,,1
204878,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1993-06,Number of deaths,,1
204879,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1994-06,Number of deaths,,1
204880,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1995-06,Number of deaths,,1
204881,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1996-06,Number of deaths,,1
204882,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1997-06,Number of deaths,,1
204883,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1998-06,Number of deaths,,1
204884,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1999-06,Number of deaths,,1
204885,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2000-06,Number of deaths,,1
204886,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2001-06,Number of deaths,,1
204887,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2002-06,Number of deaths,,1
204888,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2003-06,Number of deaths,,1
204889,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2004-06,Number of deaths,,1
204890,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2005-06,Number of deaths,,1
204891,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2006-06,Number of deaths,,1
204892,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2007-06,Number of deaths,,1
204893,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2008-06,Number of deaths,,1
204894,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2009-06,Number of deaths,,1
204895,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2010-06,Number of deaths,,1
204896,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2011-06,Number of deaths,,1
204897,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2012-06,Number of deaths,,1
204898,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2013-06,Number of deaths,,1
204899,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2014-06,Number of deaths,,1
204900,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2015-06,Number of deaths,,1
204901,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2016-06,Number of deaths,,1
204902,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2017-06,Number of deaths,,1
204903,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2018-06,Number of deaths,,1
204904,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2019-06,Number of deaths,,1
204905,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1990-06,Number of deaths,,1
204906,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1991-06,Number of deaths,,1
204907,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1992-06,Number of deaths,,1
204908,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1993-06,Number of deaths,,1
204909,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1994-06,Number of deaths,,1
204910,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1995-06,Number of deaths,,1
204911,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1996-06,Number of deaths,,1
204912,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1997-06,Number of deaths,,1
204913,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1998-06,Number of deaths,,1
204914,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1999-06,Number of deaths,,1
204915,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2000-06,Number of deaths,,1
204916,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2001-06,Number of deaths,,1
204917,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2002-06,Number of deaths,,1
204918,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2003-06,Number of deaths,,1
204919,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2004-06,Number of deaths,,1
204920,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2005-06,Number of deaths,,1
204921,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2006-06,Number of deaths,,1
204922,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2007-06,Number of deaths,,1
204923,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2008-06,Number of deaths,,1
204924,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2009-06,Number of deaths,,1
204925,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2010-06,Number of deaths,,1
204926,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2011-06,Number of deaths,,1
204927,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2012-06,Number of deaths,,1
204928,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2013-06,Number of deaths,,1
204929,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2014-06,Number of deaths,,1
204930,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2015-06,Number of deaths,,1
204931,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2016-06,Number of deaths,,1
204932,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2017-06,Number of deaths,,1
204933,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2018-06,Number of deaths,,1
204934,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2019-06,Number of deaths,,1
204935,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1957-06,Number of deaths,,1
204936,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1958-06,Number of deaths,,1
204937,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1959-06,Number of deaths,,1
204938,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1960-06,Number of deaths,,1
204939,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1961-06,Number of deaths,,1
204940,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1962-06,Number of deaths,,1
